,total_crypto_borrow,total_crypto_collateral,total_external_crypto_lending,total_stablecoin_borrow,total_stablecoin_collateral,total_external_stablecoin_lending,total_stake_borrow,total_stake_collateral,total_external_stake_lending,weighted_crypto_rate,weighted_stablecoin_rate,weighted_stake_rate,date
188,313271771.64388674,701802228.8989869,211190363.8133524,434046135.0486507,95770097.62994249,417914580.00395185,20965409.372625556,845922743.3234211,37272062.20566573,0.00993129884598563,0.04210132490296581,0.00016761719838527932,2023-08-08
189,312679599.0033759,700564823.6629571,198160705.81544384,435922328.0559698,91511306.39535545,416428836.4706075,20970730.587133694,856227147.6370939,31551302.44299908,0.010025886271203707,0.06451551754343426,0.0002954978617811162,2023-08-09
190,312728277.1483633,696561305.1725224,197844189.12843105,431376165.788492,93425365.31490846,413603879.9113641,21267872.55219141,842609648.1075343,32726375.560599662,0.009916425033937954,0.04992253889092354,0.000290094426841818,2023-08-10
191,310434264.88994324,699985338.495845,204242414.22767156,442889860.5041731,96097496.9654215,412404388.2406485,21046307.840382017,848049846.0328909,33309987.176539917,0.009224307403904487,0.09212202523065474,0.0002821684120944967,2023-08-11
192,311095296.630508,700535292.2576741,202051491.39264765,440145466.3075638,97468316.94211328,417447796.3530466,20899905.277880833,848659466.7216024,33886978.86803567,0.009353552774515035,0.041026472983431254,0.00027574763967114506,2023-08-12
193,308429688.6502873,700863839.0823402,202835167.0081886,440373179.5029004,97116996.27765284,415206561.4466248,20917266.6420915,846210789.9297525,39166839.40843192,0.009235151644648288,0.05350859491578298,0.00024747975166783116,2023-08-13
194,319627829.99737996,702004616.8792921,197349376.23817414,442443618.4097096,98460269.08967885,424957024.4020536,20912682.832684662,870979751.0162841,34496250.10750264,0.010084829621767788,0.0630286449536697,0.00027928004329690027,2023-08-14
195,326866881.69518274,708118481.0689045,204215601.50904766,446940360.61466134,98001019.1167519,424753244.58353937,20903401.10889782,881644965.3936645,34704159.48075601,0.010332177935073482,0.046463625920397524,0.0002774286035753222,2023-08-15
196,331307471.0930318,708981116.2884618,198065478.50873998,443163631.638439,96575299.38639046,429986623.8519841,20151094.38342463,885864494.5070587,35234916.669074096,0.01058284726159575,0.03792761860141951,0.0002781402273878377,2023-08-16
197,332734616.05893755,724901864.1328069,193825108.58563828,436766244.24347764,91957017.02770959,426351182.32543415,19816688.369531885,872143113.2830908,35099326.94370851,0.010051182176291524,0.05926169863990653,0.000258155625164981,2023-08-17
198,327562193.340714,695903706.2257987,222500310.18918654,437240773.57702357,96257042.4413147,425972831.9613382,20828993.55289814,887104324.2809726,35989244.866222695,0.010145423500242728,0.02855752203858092,0.0003403107773973831,2023-08-18
199,329024429.7802309,694242585.6387783,214492158.72706187,432045429.57509923,99150747.63214709,424280448.8682002,27498428.76636772,892955227.3019716,36856549.81861643,0.010312792472902564,0.026886248528688025,0.000830433567030879,2023-08-19
200,338918356.33860767,696932712.32051,211776542.6364903,440173716.260417,99378893.15790392,425827294.24058324,27293932.81947294,940797108.5718787,36934159.435949974,0.010909865468595743,0.027502141729035257,0.0008225307472264477,2023-08-20
201,338290165.3705575,707328148.111648,213165365.64570838,442437076.2737527,100380410.4271989,437352227.7526068,26074678.3373455,953686144.5090518,55916807.39799599,0.010560003536164236,0.026301813887293305,0.000549843175362924,2023-08-21
202,331040610.6549747,695892151.4172186,204635032.5794502,427253313.155775,104195030.97269735,426131606.66309375,26169065.86144881,959108053.3917779,36611723.27665423,0.01099733010335488,0.02650415325559986,0.0008432819323676159,2023-08-22
203,328869792.6188717,702480303.5810921,198204152.13181904,430518004.4062501,107798687.66597918,434163612.9532251,23296595.979524147,955538012.4427388,36930005.96335105,0.010830621368905802,0.02492764857548523,0.00038779926509339453,2023-08-23
204,333787391.3319328,702941964.3098415,188759629.52458954,435120065.20064855,109394553.02253385,433587360.5843119,21306701.01692353,958149423.9863349,36062090.73380486,0.0114417991774145,0.02539365757902972,0.00011689042891731763,2023-08-24
205,328574446.76947033,707133715.289763,188046961.0014203,439449866.17484885,107733470.5468198,427272239.88940656,20649450.115756243,958603933.7639513,36335549.00635619,0.011125459544067419,0.02795956863823887,0.00010842268160873613,2023-08-25
206,331901059.15901566,710367014.5036954,189041588.33616626,439958264.6122793,107968183.78494929,428085310.23371613,20585349.638743736,961526869.1173872,35534743.0931384,0.011291670689094842,0.026443791611711093,0.00010665063330209987,2023-08-26
207,327728898.5474173,708159722.8376259,187335433.6205829,446150600.8498519,107166884.11578919,427205794.9590168,21144412.816332635,963244079.7608336,35603011.37899172,0.011079506286045423,0.027351765778017883,0.00011679651627039559,2023-08-27
208,429146037.45505327,705490340.4929705,176200238.60647097,450819051.50434566,99855903.59542832,424766000.1901369,21111791.186795726,1086399822.1280026,34601072.17204759,0.012555303694113803,0.055026562800261934,0.0001106057266570945,2023-08-28
209,462387336.9322522,703365547.3859576,175533575.1699192,447527811.96658427,102808840.12560579,425428080.60011303,21123475.01337259,1109070512.4753337,36356973.57879316,0.014853867613774838,0.032912709542262886,0.00010428893906336444,2023-08-29
210,464548088.7932522,708337722.8322718,189365716.7160997,449835510.4313503,96718485.08523993,427837577.9305032,25026409.795350473,1124850793.4079528,33653857.73827037,0.014588135223520616,0.03564377599801882,0.000118412621243647,2023-08-30
211,472831862.6292014,703877931.598936,186551352.51283774,445294021.9637062,95288209.15248694,431732330.4588095,24778963.700360898,1121604672.070457,30858803.831259828,0.015394190741612917,0.02839112362742539,0.0001901069124105269,2023-08-31
212,473682022.9832265,702892671.2859745,179940147.8736268,439630861.8277742,104011925.8596443,433010498.29670495,29734022.776800808,1125667840.94602,32599483.3471712,0.01577667156249778,0.026546397298335134,0.0005169824155991709,2023-09-01
213,474878277.78167135,702709489.8944402,181285981.3546672,440888368.0882766,105287255.75860097,431512412.57922673,35093748.64843249,1121898063.321683,33516743.913835894,0.015834854692441058,0.02668908737954083,0.0005632212620772047,2023-09-02
214,468790302.91811216,703674743.0988374,181753482.81113285,445639606.420546,102510324.70660086,435252337.951733,35471026.98879745,1116797438.2525842,33928434.5459275,0.015473557203653975,0.02709926177293889,0.0005130418868254184,2023-09-03
215,468511452.2173316,703604159.8891833,178258998.6456398,453661462.7733721,102323633.7184317,439458251.6028217,35309416.67545558,1142197504.3052855,34205499.67272878,0.015493998019623709,0.027886564729140778,0.0005080339317406346,2023-09-04
216,472750426.498913,706493448.4729319,177512363.6244559,455976817.965143,99737385.57509577,436763537.1565359,21780170.958116718,1141969129.3131742,33920715.52543709,0.015688084347478187,0.05021622539835992,0.0004443882136806078,2023-09-05
217,455051419.34716713,713085730.9691137,176742197.09841815,454280724.1508433,100564981.22467373,441141156.20063514,21742869.59540233,1099799782.812629,33990385.32558462,0.014163539701088499,0.02795384421508493,0.0004392244187156278,2023-09-06
218,495492040.9543562,697050126.2340503,194884468.6455629,455012528.7644165,102703225.0646231,445001387.43334275,22580324.551749315,1167303828.0140939,33297164.172717404,0.017477485042573338,0.027424938249344066,0.00048398456700296814,2023-09-07
219,497233337.6033664,697209242.025341,194959861.98447317,456004121.792293,99131993.67758454,446642799.81100935,20141327.424514,1167353381.8911078,34722974.93569194,0.01760394945306749,0.027746465741097393,0.00045901883715677104,2023-09-08
220,493790916.45498884,697411710.844878,195034497.5880746,456372086.0375372,98826300.4964821,440634425.7699581,19622638.57222949,1168371984.705227,33317165.71193142,0.017329486785635163,0.028636939791115625,0.00047627810303949996,2023-09-09
221,492055977.06099784,709710020.910764,194717848.94575626,460467158.08796495,100515120.43526015,440742130.699278,19609312.597941708,1162035062.2936108,33267092.804455843,0.016459792153219212,0.0320810081874606,0.00047615984178945003,2023-09-10
222,481228978.1328707,701827607.919242,195611829.83132386,463028413.69311154,100692511.11465584,439499292.4124059,19319071.674015693,1152050832.4048634,33273307.546978272,0.015763441943721333,0.04213565941143498,0.000468503193297409,2023-09-11
223,487770208.8531783,702821390.2530168,207939821.79637942,463694842.98456526,99090851.17791422,445392217.92788297,19375335.183126405,1159351701.262271,32616195.84958375,0.015706687771645786,0.02878421753648219,0.00048213607026903287,2023-09-12
224,485862272.60933274,695464728.8944709,208893274.81068987,467418388.8358368,102921571.64072335,454135757.5932624,19464725.808931768,1164461276.5097473,31252907.523907345,0.01600985431494595,0.033726058929456626,0.0005017603691119215,2023-09-13
225,485545145.35026413,695992988.0305367,210270209.82345557,470459999.3098692,102815054.71638384,455988900.8931891,19621731.811673597,1172144542.1089845,31283110.56956563,0.01578207196208286,0.02811990830603245,0.0004977349610804261,2023-09-14
226,488935994.056689,701445193.5146593,209998838.68939328,471709644.00499547,101757585.85985155,455593752.7420058,20416755.14280833,1170903889.2854874,31492570.74374188,0.015794781593505034,0.036688121841934075,0.0005267603148516616,2023-09-15
227,487336284.73185235,702009818.823527,212041280.3495541,471705536.20843893,102198706.11242253,454305842.0274329,21070189.039371774,1168143136.9468155,31862477.495902877,0.015756156756032504,0.030369915375136745,0.0005169518072438479,2023-09-16
228,487736879.9835575,735274611.903261,211685112.07359415,474236858.19751614,105376594.25541718,448873608.59784424,18337058.838496737,1167188558.7544928,31902610.092645176,0.014149143484628859,0.04201975157487361,0.0005124691474022319,2023-09-17
